compound_id,parent_scaffold,MW,LogP,PSA,Polarizability_alpha,Electrophilicity_omega,MW_norm,PSA_norm,Alpha_norm,Omega_norm,Predicted_Composite_DeltaG
VS_CANDIDATE_0094,Indole_Carboxamide,470.66,4.4,103.66,145.24,5.33,0.46054545454545476,0.533142857142857,1.0080000000000002,0.6916666666666668,-15.479629259740259
VS_CANDIDATE_0152,Tetrahydronaphthyridine,539.5,4.2,110.44,150.37,5.14,1.0863636363636364,0.7268571428571428,1.179,0.5333333333333331,-15.47545064935065
VS_CANDIDATE_0292,Sulfonamido_Biphenyl,436.75,3.28,124.04,136.27,4.55,0.15227272727272728,1.1154285714285717,0.7090000000000003,0.04166666666666652,-15.460574415584414
VS_CANDIDATE_0190,Tetrahydronaphthyridine,476.2,4.75,113.78,144.18,4.12,0.5109090909090908,0.8222857142857143,0.9726666666666669,-0.3166666666666666,-15.45520833766234
VS_CANDIDATE_0264,Sulfonamido_Biphenyl,552.67,4.07,75.18,159.2,6.44,1.2060909090909087,-0.28057142857142836,1.473333333333333,1.6166666666666671,-15.453795233766233
VS_CANDIDATE_0275,Sulfonamido_Biphenyl,476.1,5.75,93.27,144.89,6.47,0.5100000000000002,0.23628571428571418,0.9963333333333328,1.6416666666666666,-15.433968428571426
VS_CANDIDATE_0294,Sulfonamido_Biphenyl,442.62,5.17,116.76,138.55,4.13,0.20563636363636367,0.9074285714285716,0.7850000000000004,-0.30833333333333346,-15.423403779220779
VS_CANDIDATE_0163,Tetrahydronaphthyridine,514.72,3.61,71.71,156.31,5.7,0.8610909090909094,-0.3797142857142859,1.377,1.0000000000000002,-15.412302519480521
VS_CANDIDATE_0143,Triazine_Nanosheet_Binder,497.22,2.73,121.66,138.01,6.03,0.7020000000000003,1.0474285714285714,0.7669999999999997,1.2750000000000004,-15.406894142857142
VS_CANDIDATE_0119,Triazine_Nanosheet_Binder,476.86,5.32,139.6,131.61,4.99,0.516909090909091,1.5599999999999998,0.5536666666666671,0.40833333333333355,-15.384979909090909
VS_CANDIDATE_0159,Tetrahydronaphthyridine,458.82,3.65,105.63,138.77,5.75,0.35290909090909084,0.5894285714285713,0.7923333333333337,1.0416666666666667,-15.383665051948054
VS_CANDIDATE_0032,Quinazoline_Core,465.06,3.75,110.25,137.84,5.68,0.40963636363636363,0.7214285714285714,0.7613333333333334,0.9833333333333332,-15.376896779220779
VS_CANDIDATE_0162,Tetrahydronaphthyridine,539.19,3.65,103.75,147.77,5.37,1.083545454545455,0.5357142857142857,1.0923333333333336,0.7250000000000001,-15.369151116883117
VS_CANDIDATE_0083,Indole_Carboxamide,427.85,3.85,120.2,134.62,3.32,0.07136363636363657,1.0057142857142858,0.6540000000000001,-0.9833333333333335,-15.346647935064935
VS_CANDIDATE_0300,Sulfonamido_Biphenyl,480.85,5.84,115.38,141.91,2.85,0.5531818181818184,0.8679999999999999,0.8969999999999999,-1.375,-15.331536181818182
VS_CANDIDATE_0023,Quinazoline_Core,467.45,3.77,104.96,141.85,3.1,0.4313636363636363,0.5702857142857141,0.8949999999999998,-1.1666666666666667,-15.295090792207791
VS_CANDIDATE_0129,Triazine_Nanosheet_Binder,511.08,2.36,85.71,145.78,6.23,0.8279999999999998,0.02028571428571411,1.026,1.441666666666667,-15.29329642857143
VS_CANDIDATE_0265,Sulfonamido_Biphenyl,534.43,3.16,58.95,156.72,6.13,1.0402727272727268,-0.7442857142857142,1.3906666666666667,1.3583333333333334,-15.292873844155844
VS_CANDIDATE_0279,Sulfonamido_Biphenyl,463.3,4.45,98.25,138.83,5.25,0.39363636363636373,0.37857142857142856,0.7943333333333338,0.625,-15.288713493506494
VS_CANDIDATE_0017,Quinazoline_Core,446.55,4.26,104.33,137.96,3.77,0.24136363636363647,0.5522857142857143,0.7653333333333336,-0.6083333333333334,-15.280605792207792
VS_CANDIDATE_0134,Triazine_Nanosheet_Binder,424.39,2.94,142.11,118.46,6.27,0.03990909090909078,1.6317142857142861,0.11533333333333312,1.4749999999999996,-15.27405148051948
VS_CANDIDATE_0277,Sulfonamido_Biphenyl,479.42,6.11,104.64,137.84,5.19,0.5401818181818183,0.5611428571428572,0.7613333333333334,0.5750000000000004,-15.269406896103895
VS_CANDIDATE_0092,Indole_Carboxamide,421.0,4.52,112.77,132.06,3.87,0.00909090909090909,0.7934285714285713,0.5686666666666668,-0.5249999999999999,-15.269231233766234
VS_CANDIDATE_0084,Indole_Carboxamide,422.24,2.59,109.6,129.79,5.5,0.020363636363636445,0.7028571428571427,0.4929999999999997,0.8333333333333334,-15.26875664935065
VS_CANDIDATE_0096,Indole_Carboxamide,482.79,5.36,63.62,148.6,5.98,0.570818181818182,-0.6108571428571429,1.1199999999999999,1.2333333333333338,-15.249638532467532
VS_CANDIDATE_0256,Sulfonamido_Biphenyl,472.3,5.11,100.15,137.9,5.04,0.4754545454545456,0.432857142857143,0.7633333333333335,0.45000000000000007,-15.24583974025974
VS_CANDIDATE_0053,Indole_Carboxamide,480.38,5.87,103.76,140.23,3.74,0.5489090909090909,0.5360000000000001,0.8409999999999996,-0.6333333333333332,-15.24451090909091
VS_CANDIDATE_0196,Tetrahydronaphthyridine,542.24,4.61,68.43,152.41,6.22,1.1112727272727274,-0.47342857142857125,1.2469999999999999,1.4333333333333331,-15.243188129870127
VS_CANDIDATE_0326,Benzimidazole_Heterocycle,434.53,5.53,93.64,136.49,4.68,0.13209090909090884,0.24685714285714289,0.7163333333333336,0.14999999999999977,-15.237276376623377
VS_CANDIDATE_0174,Tetrahydronaphthyridine,401.98,4.13,132.67,120.79,4.73,-0.16381818181818164,1.3619999999999997,0.1930000000000002,0.19166666666666704,-15.235465181818181
VS_CANDIDATE_0271,Sulfonamido_Biphenyl,397.64,5.67,122.95,120.77,5.95,-0.2032727272727274,1.0842857142857143,0.1923333333333332,1.2083333333333335,-15.233047155844154
VS_CANDIDATE_0180,Tetrahydronaphthyridine,442.62,4.67,82.66,137.78,5.99,0.20563636363636367,-0.06685714285714295,0.7593333333333334,1.241666666666667,-15.230644350649351
VS_CANDIDATE_0144,Triazine_Nanosheet_Binder,473.24,2.81,96.19,142.38,3.14,0.4840000000000001,0.3197142857142857,0.9126666666666665,-1.1333333333333333,-15.22599257142857
VS_CANDIDATE_0022,Quinazoline_Core,467.96,3.22,94.86,141.26,3.45,0.43599999999999983,0.2817142857142857,0.8753333333333331,-0.8749999999999999,-15.216935571428571
VS_CANDIDATE_0095,Indole_Carboxamide,395.82,3.9,106.44,124.52,6.2,-0.21981818181818188,0.6125714285714285,0.3173333333333332,1.416666666666667,-15.215001038961038
VS_CANDIDATE_0260,Sulfonamido_Biphenyl,510.9,5.16,102.29,143.1,3.38,0.8263636363636362,0.49400000000000016,0.9366666666666664,-0.9333333333333335,-15.207758363636364
VS_CANDIDATE_0150,Triazine_Nanosheet_Binder,472.25,3.66,130.04,132.28,2.5,0.475,1.2868571428571427,0.5760000000000001,-1.6666666666666667,-15.207283285714285
VS_CANDIDATE_0118,Triazine_Nanosheet_Binder,392.8,4.68,138.31,119.63,3.36,-0.24727272727272717,1.5231428571428571,0.15433333333333318,-0.9500000000000002,-15.202658441558441
VS_CANDIDATE_0026,Quinazoline_Core,443.05,3.28,94.01,135.4,4.72,0.20954545454545465,0.25742857142857156,0.6800000000000002,0.18333333333333313,-15.192554688311688
VS_CANDIDATE_0285,Sulfonamido_Biphenyl,438.41,4.71,125.81,128.66,2.85,0.1673636363636366,1.1660000000000001,0.4553333333333332,-1.375,-15.187788363636363
VS_CANDIDATE_0062,Indole_Carboxamide,481.78,4.55,99.46,140.99,2.86,0.5616363636363634,0.413142857142857,0.8663333333333336,-1.366666666666667,-15.179833350649352
VS_CANDIDATE_0194,Tetrahydronaphthyridine,519.59,2.13,97.26,143.49,3.8,0.9053636363636367,0.3502857142857144,0.949666666666667,-0.5833333333333335,-15.177246792207793
VS_CANDIDATE_0103,Triazine_Nanosheet_Binder,461.68,3.95,109.44,133.08,4.1,0.378909090909091,0.6982857142857142,0.6026666666666671,-0.33333333333333365,-15.175366337662336
VS_CANDIDATE_0142,Triazine_Nanosheet_Binder,452.1,4.18,133.5,126.49,3.13,0.29181818181818203,1.3857142857142857,0.38299999999999984,-1.1416666666666668,-15.172981389610388
VS_CANDIDATE_0156,Tetrahydronaphthyridine,470.33,3.92,102.52,134.3,4.69,0.4575454545454544,0.5005714285714284,0.6433333333333338,0.15833333333333366,-15.159953402597402
VS_CANDIDATE_0289,Sulfonamido_Biphenyl,509.34,5.73,77.2,144.13,5.67,0.812181818181818,-0.22285714285714278,0.9709999999999999,0.975,-15.158900896103896
VS_CANDIDATE_0185,Tetrahydronaphthyridine,515.18,4.12,71.6,148.82,4.52,0.8652727272727269,-0.382857142857143,1.127333333333333,0.016666666666666313,-15.158040987012987
VS_CANDIDATE_0206,Fluoronaphthalenol_Core,445.93,6.37,89.49,138.24,3.51,0.23572727272727279,0.12828571428571414,0.774666666666667,-0.8250000000000002,-15.157802155844156
VS_CANDIDATE_0137,Triazine_Nanosheet_Binder,396.28,5.85,135.55,115.23,4.99,-0.21563636363636388,1.4442857142857146,0.007666666666666799,0.40833333333333355,-15.14553479220779
VS_CANDIDATE_0274,Sulfonamido_Biphenyl,533.64,5.25,91.32,147.2,2.96,1.033090909090909,0.18057142857142838,1.073333333333333,-1.2833333333333334,-15.143797948051947
VS_CANDIDATE_0191,Tetrahydronaphthyridine,436.16,2.4,90.18,136.4,3.49,0.14690909090909113,0.1480000000000002,0.7133333333333335,-0.8416666666666666,-15.140809909090908
VS_CANDIDATE_0241,Fluoronaphthalenol_Core,440.71,4.46,90.23,136.52,3.61,0.1882727272727271,0.14942857142857155,0.7173333333333337,-0.7416666666666668,-15.138766415584417
VS_CANDIDATE_0335,Benzimidazole_Heterocycle,423.05,5.53,105.89,123.88,6.41,0.02772727272727283,0.5968571428571429,0.2959999999999999,1.5916666666666668,-15.134851012987012
VS_CANDIDATE_0158,Tetrahydronaphthyridine,523.95,3.6,96.62,142.22,3.86,0.9450000000000004,0.33200000000000013,0.9073333333333333,-0.5333333333333334,-15.131758999999999
VS_CANDIDATE_0170,Tetrahydronaphthyridine,462.71,4.15,94.07,133.47,5.4,0.3882727272727271,0.25914285714285695,0.6156666666666666,0.7500000000000003,-15.128771987012986
VS_CANDIDATE_0154,Tetrahydronaphthyridine,391.78,2.16,108.62,120.0,6.2,-0.2565454545454548,0.6748571428571429,0.16666666666666666,1.416666666666667,-15.12797574025974
VS_CANDIDATE_0136,Triazine_Nanosheet_Binder,428.15,3.12,109.01,126.83,4.6,0.07409090909090889,0.6860000000000002,0.39433333333333326,0.08333333333333304,-15.126324090909092
VS_CANDIDATE_0122,Triazine_Nanosheet_Binder,465.01,4.78,109.22,126.94,6.33,0.4091818181818181,0.692,0.3979999999999999,1.5250000000000001,-15.126110181818182
VS_CANDIDATE_0002,Quinazoline_Core,404.12,2.45,115.7,124.8,3.35,-0.14436363636363633,0.8771428571428572,0.32666666666666655,-0.9583333333333333,-15.124534350649348
VS_CANDIDATE_0138,Triazine_Nanosheet_Binder,481.13,3.96,100.11,135.18,4.41,0.5557272727272727,0.4317142857142857,0.6726666666666669,-0.07499999999999989,-15.120481298701298
VS_CANDIDATE_0189,Tetrahydronaphthyridine,484.46,3.95,107.4,135.23,3.43,0.5859999999999999,0.6400000000000001,0.674333333333333,-0.8916666666666666,-15.119577000000001
VS_CANDIDATE_0195,Tetrahydronaphthyridine,411.84,3.16,95.24,126.02,6.07,-0.0741818181818184,0.2925714285714284,0.3673333333333332,1.3083333333333336,-15.115809675324675
VS_CANDIDATE_0203,Fluoronaphthalenol_Core,481.01,6.15,50.73,149.28,4.91,0.5546363636363636,-0.9791428571428572,1.1426666666666667,0.3416666666666668,-15.112963922077922
VS_CANDIDATE_0261,Sulfonamido_Biphenyl,450.2,3.27,116.97,122.35,6.32,0.2745454545454544,0.9134285714285714,0.2449999999999998,1.516666666666667,-15.108927688311688
VS_CANDIDATE_0090,Indole_Carboxamide,457.93,3.62,112.38,125.43,5.89,0.34481818181818186,0.7822857142857141,0.3476666666666669,1.1583333333333332,-15.108099246753246
VS_CANDIDATE_0182,Tetrahydronaphthyridine,480.47,3.65,113.58,132.36,3.35,0.549727272727273,0.8165714285714285,0.5786666666666671,-0.9583333333333333,-15.101903584415584
VS_CANDIDATE_0262,Sulfonamido_Biphenyl,402.29,4.68,110.34,119.68,6.07,-0.1609999999999998,0.7240000000000001,0.15600000000000022,1.3083333333333336,-15.099454
VS_CANDIDATE_0038,Quinazoline_Core,427.59,5.41,111.74,124.95,4.51,0.06899999999999977,0.7639999999999999,0.3316666666666668,0.008333333333333156,-15.096981999999999
VS_CANDIDATE_0028,Quinazoline_Core,447.6,5.48,102.4,133.17,2.84,0.25090909090909114,0.49714285714285733,0.6056666666666662,-1.3833333333333335,-15.092064623376624
VS_CANDIDATE_0187,Tetrahydronaphthyridine,474.93,2.32,67.37,143.6,4.34,0.4993636363636364,-0.5037142857142856,0.9533333333333331,-0.13333333333333347,-15.086688792207791
VS_CANDIDATE_0255,Sulfonamido_Biphenyl,358.7,5.63,124.26,111.96,5.3,-0.5572727272727274,1.1217142857142859,-0.10133333333333354,0.6666666666666665,-15.0864432987013
VS_CANDIDATE_0166,Tetrahydronaphthyridine,365.58,3.05,126.49,112.76,4.73,-0.49472727272727285,1.1854285714285713,-0.07466666666666649,0.19166666666666704,-15.076725415584415
VS_CANDIDATE_0146,Triazine_Nanosheet_Binder,429.13,4.25,127.32,117.29,5.54,0.08299999999999996,1.2091428571428569,0.07633333333333354,0.8666666666666667,-15.076252714285715
VS_CANDIDATE_0183,Tetrahydronaphthyridine,360.76,2.57,130.09,107.47,6.23,-0.5385454545454547,1.2882857142857145,-0.25100000000000006,1.441666666666667,-15.062191883116885
VS_CANDIDATE_0009,Quinazoline_Core,435.51,4.99,85.59,128.68,6.36,0.14099999999999993,0.016857142857142956,0.45600000000000024,1.5500000000000003,-15.060623285714286
VS_CANDIDATE_0227,Fluoronaphthalenol_Core,482.47,4.65,60.25,146.99,3.57,0.5679090909090911,-0.7071428571428572,1.0663333333333336,-0.7750000000000001,-15.056281194805194
VS_CANDIDATE_0056,Indole_Carboxamide,428.68,3.8,112.93,126.41,2.75,0.07890909090909097,0.7980000000000002,0.38033333333333325,-1.4583333333333335,-15.04829390909091
VS_CANDIDATE_0263,Sulfonamido_Biphenyl,431.8,5.92,100.94,129.43,3.03,0.10727272727272738,0.45542857142857135,0.4810000000000002,-1.2250000000000003,-15.036383415584416
VS_CANDIDATE_0181,Tetrahydronaphthyridine,457.54,3.77,90.45,133.13,4.09,0.34127272727272745,0.1557142857142858,0.6043333333333332,-0.3416666666666668,-15.036002844155842
VS_CANDIDATE_0186,Tetrahydronaphthyridine,353.45,3.86,128.63,111.49,3.61,-0.6050000000000001,1.2465714285714284,-0.11700000000000017,-0.7416666666666668,-15.034092857142857
VS_CANDIDATE_0267,Sulfonamido_Biphenyl,452.9,6.14,59.63,138.48,5.88,0.2990909090909089,-0.7248571428571428,0.7826666666666663,1.15,-15.033090805194805
VS_CANDIDATE_0293,Sulfonamido_Biphenyl,442.53,4.21,90.57,129.36,4.75,0.20481818181818157,0.15914285714285695,0.47866666666666713,0.20833333333333334,-15.014737532467533
VS_CANDIDATE_0172,Tetrahydronaphthyridine,462.41,3.19,88.77,131.35,4.97,0.38554545454545475,0.1077142857142856,0.5449999999999998,0.3916666666666665,-15.011029116883117
VS_CANDIDATE_0085,Indole_Carboxamide,443.63,4.75,91.5,126.39,6.01,0.21481818181818177,0.18571428571428572,0.3796666666666667,1.2583333333333333,-15.00998638961039
VS_CANDIDATE_0033,Quinazoline_Core,440.02,3.18,82.75,129.65,5.57,0.18199999999999983,-0.06428571428571428,0.4883333333333335,0.8916666666666669,-15.009543571428573
VS_CANDIDATE_0107,Triazine_Nanosheet_Binder,339.23,4.89,132.63,106.59,4.09,-0.7342727272727271,1.3608571428571428,-0.2803333333333332,-0.3416666666666668,-15.003447012987014
VS_CANDIDATE_0251,Sulfonamido_Biphenyl,477.25,5.58,92.06,134.74,3.35,0.5204545454545455,0.2017142857142858,0.6580000000000003,-0.9583333333333333,-14.999768025974024
VS_CANDIDATE_0235,Fluoronaphthalenol_Core,439.26,3.74,55.15,137.56,5.68,0.17509090909090902,-0.8528571428571429,0.7520000000000001,0.9833333333333332,-14.998978805194806
VS_CANDIDATE_0280,Sulfonamido_Biphenyl,428.41,3.65,118.48,121.87,3.12,0.07645454545454568,0.9565714285714287,0.22900000000000015,-1.15,-14.99718531168831
VS_CANDIDATE_0234,Fluoronaphthalenol_Core,475.77,6.33,77.06,137.46,4.15,0.5069999999999998,-0.22685714285714279,0.7486666666666669,-0.2916666666666664,-14.995547714285715
VS_CANDIDATE_0259,Sulfonamido_Biphenyl,407.68,6.62,100.0,119.78,5.85,-0.11199999999999993,0.42857142857142855,0.15933333333333338,1.1249999999999998,-14.994349857142854
VS_CANDIDATE_0266,Sulfonamido_Biphenyl,433.0,4.81,99.75,125.63,4.29,0.11818181818181818,0.42142857142857143,0.35433333333333317,-0.175,-14.993452324675324
VS_CANDIDATE_0243,Fluoronaphthalenol_Core,455.34,3.76,82.01,128.89,6.45,0.32127272727272704,-0.08542857142857128,0.4629999999999995,1.6250000000000002,-14.990869129870129
VS_CANDIDATE_0101,Triazine_Nanosheet_Binder,481.25,4.23,85.64,135.74,3.74,0.5568181818181818,0.0182857142857143,0.6913333333333337,-0.6333333333333332,-14.984286246753248
VS_CANDIDATE_0319,Benzimidazole_Heterocycle,372.49,3.08,102.45,116.06,5.34,-0.43190909090909085,0.49857142857142867,0.03533333333333341,0.7,-14.983720948051946
VS_CANDIDATE_0091,Indole_Carboxamide,439.65,2.94,70.94,132.55,5.38,0.17863636363636343,-0.4017142857142858,0.5850000000000004,0.7333333333333333,-14.980382064935066
VS_CANDIDATE_0145,Triazine_Nanosheet_Binder,400.02,2.38,92.82,119.34,6.42,-0.1816363636363638,0.22342857142857123,0.14466666666666678,1.6,-14.975915506493507
VS_CANDIDATE_0169,Tetrahydronaphthyridine,465.02,3.7,79.32,133.02,4.88,0.4092727272727271,-0.16228571428571448,0.600666666666667,0.3166666666666666,-14.966899844155844
VS_CANDIDATE_0273,Sulfonamido_Biphenyl,455.79,6.31,84.47,129.04,5.5,0.3253636363636366,-0.015142857142857175,0.46799999999999975,0.8333333333333334,-14.96317764935065
VS_CANDIDATE_0106,Triazine_Nanosheet_Binder,399.57,4.44,96.48,118.27,6.05,-0.1857272727272728,0.3280000000000001,0.10899999999999986,1.2916666666666665,-14.959549272727271
VS_CANDIDATE_0061,Indole_Carboxamide,366.68,3.89,109.82,110.46,5.72,-0.4847272727272727,0.709142857142857,-0.15133333333333354,1.0166666666666666,-14.935022987012985
VS_CANDIDATE_0253,Sulfonamido_Biphenyl,483.66,5.12,63.94,139.37,4.34,0.578727272727273,-0.6017142857142858,0.8123333333333335,-0.13333333333333347,-14.929384155844156
VS_CANDIDATE_0211,Fluoronaphthalenol_Core,460.99,4.32,43.81,141.67,5.13,0.3726363636363637,-1.1768571428571428,0.8889999999999996,0.5249999999999999,-14.92812535064935
VS_CANDIDATE_0024,Quinazoline_Core,438.69,3.51,63.23,132.05,5.74,0.1699090909090909,-0.6220000000000001,0.5683333333333337,1.0333333333333337,-14.927829909090908
VS_CANDIDATE_0120,Triazine_Nanosheet_Binder,364.16,3.8,122.07,108.93,4.34,-0.5076363636363634,1.059142857142857,-0.20233333333333312,-0.13333333333333347,-14.927540077922078
VS_CANDIDATE_0102,Triazine_Nanosheet_Binder,489.86,3.08,86.08,132.89,4.39,0.6350909090909093,0.03085714285714281,0.5963333333333328,-0.09166666666666694,-14.927208376623376
VS_CANDIDATE_0153,Tetrahydronaphthyridine,405.56,2.34,105.43,114.92,5.97,-0.13127272727272726,0.583714285714286,-0.0026666666666666098,1.2249999999999999,-14.9258282987013
VS_CANDIDATE_0184,Tetrahydronaphthyridine,397.54,3.91,72.82,124.28,5.82,-0.204181818181818,-0.3480000000000002,0.30933333333333335,1.1000000000000003,-14.917459818181818
VS_CANDIDATE_0288,Sulfonamido_Biphenyl,457.66,4.37,96.8,125.93,4.28,0.3423636363636366,0.3371428571428571,0.36433333333333356,-0.18333333333333313,-14.913224077922079
VS_CANDIDATE_0177,Tetrahydronaphthyridine,379.35,3.18,73.75,121.07,6.21,-0.36954545454545434,-0.32142857142857145,0.20233333333333312,1.425,-14.910916311688311
VS_CANDIDATE_0088,Indole_Carboxamide,424.3,4.85,66.56,131.38,4.48,0.0390909090909092,-0.5268571428571428,0.5459999999999998,-0.016666666666666313,-14.908394805194806
VS_CANDIDATE_0200,Tetrahydronaphthyridine,503.56,4.1,76.04,139.48,2.89,0.7596363636363637,-0.25599999999999984,0.8159999999999996,-1.3416666666666666,-14.900602636363637
VS_CANDIDATE_0297,Sulfonamido_Biphenyl,495.61,5.58,65.58,139.76,3.93,0.6873636363636365,-0.5548571428571429,0.825333333333333,-0.47499999999999987,-14.899830077922077
VS_CANDIDATE_0157,Tetrahydronaphthyridine,427.6,1.83,104.17,118.1,5.07,0.0690909090909093,0.5477142857142857,0.10333333333333314,0.47500000000000026,-14.892238662337661
VS_CANDIDATE_0147,Triazine_Nanosheet_Binder,361.93,4.57,137.97,98.39,6.25,-0.5279090909090909,1.5134285714285713,-0.5536666666666666,1.4583333333333335,-14.892168233766235
VS_CANDIDATE_0109,Triazine_Nanosheet_Binder,380.23,5.48,129.95,108.3,3.54,-0.3615454545454544,1.284285714285714,-0.22333333333333344,-0.8,-14.890491883116882
VS_CANDIDATE_0178,Tetrahydronaphthyridine,445.21,3.97,69.32,134.76,3.01,0.229181818181818,-0.4480000000000002,0.6586666666666664,-1.241666666666667,-14.884818181818181
VS_CANDIDATE_0290,Sulfonamido_Biphenyl,363.43,6.14,105.93,114.9,3.03,-0.5142727272727272,0.5980000000000002,-0.003333333333333144,-1.2250000000000003,-14.884096727272727
VS_CANDIDATE_0055,Indole_Carboxamide,457.91,4.35,66.43,131.44,5.61,0.34463636363636385,-0.5305714285714284,0.5479999999999999,0.9250000000000003,-14.88113077922078
VS_CANDIDATE_0168,Tetrahydronaphthyridine,360.57,2.61,123.93,105.42,4.64,-0.5402727272727273,1.1122857142857145,-0.3193333333333333,0.1166666666666664,-14.878211155844156
VS_CANDIDATE_0064,Indole_Carboxamide,369.46,3.32,87.03,118.05,4.47,-0.4594545454545456,0.05800000000000003,0.10166666666666657,-0.02500000000000021,-14.873963545454544
VS_CANDIDATE_0127,Triazine_Nanosheet_Binder,393.95,5.46,109.85,114.13,4.12,-0.23681818181818193,0.7099999999999999,-0.02900000000000015,-0.3166666666666666,-14.873825181818184
VS_CANDIDATE_0188,Tetrahydronaphthyridine,467.87,2.82,93.2,129.42,2.8,0.4351818181818182,0.23428571428571437,0.48066666666666624,-1.416666666666667,-14.86912261038961
VS_CANDIDATE_0099,Indole_Carboxamide,466.21,3.29,95.32,128.85,2.64,0.4200909090909089,0.29485714285714265,0.4616666666666665,-1.55,-14.867384376623377
VS_CANDIDATE_0212,Fluoronaphthalenol_Core,445.74,5.5,78.38,127.31,4.65,0.23400000000000007,-0.18914285714285728,0.4103333333333334,0.1250000000000003,-14.852277285714285
VS_CANDIDATE_0036,Quinazoline_Core,456.58,4.81,87.71,124.79,4.96,0.3325454545454544,0.07742857142857125,0.32633333333333353,0.3833333333333333,-14.85056568831169
VS_CANDIDATE_0276,Sulfonamido_Biphenyl,451.86,4.73,62.08,129.51,6.14,0.28963636363636375,-0.6548571428571429,0.48366666666666636,1.3666666666666665,-14.841057350649349
